франкфурт-на-майне_NOUN	франкфурт_NOUN	0.865949646559416
основополагающий_ADJ	полный_ADJ	0.14484013321012296
плексигласовый_ADJ	химический_ADJ	0.20511558971242908
неподтвержденный_ADJ	качественный_ADJ	0.025775078456448233
древневерхненемецкий_ADJ	немецкий_ADJ	0.19647996214867158
обувнозаготовочный_ADJ	древний_ADJ	-0.12192609199213819
сентиментальность_NOUN	чувствительность_NOUN	0.3404159651667493
заблагорассудиться_VERB	краситься_VERB	0.012629188999830421
самогоноварение_NOUN	наркопреступность_NOUN	0.3068090061230786
полуразложившийся_VERB	полураспавшийся_VERB	0.883859353961561
шумозаградительный_ADJ	обеспечительный_ADJ	0.006290905933900656
нерасследованный_ADJ	следственный_ADJ	0.5690778685529718
неосуществленный_ADJ	нереализованный_ADJ	0.5226600716168746
люминесцентный_ADJ	жирный_ADJ	0.04698590144002207
кровезаменитель_NOUN	каратель_NOUN	0.02621746643588576
песчано-гравийный_ADJ	асфальтобетонный_ADJ	0.6172684500255016
валяносапожник_NOUN	башмачник_NOUN	0.09952528348795736
необуржуазный_ADJ	опасный_ADJ	0
междоусобица_NOUN	война_NOUN	0.5015263414301379
непотопляемый_ADJ	верный_ADJ	0.05332849620642351
лейб-гвардейский_ADJ	житейский_ADJ	-0.07327192866081865
предынфарктный_ADJ	коматозный_ADJ	0.6347223942906678
завербовывать_VERB	нанимать_VERB	0.16555303858816997
склеропластика_NOUN	информатика_NOUN	0.04272812668639455
неукоснительно_ADV	ветрено_ADJ	-0.01144697786351609
неоплатонизм_NOUN	комизм_NOUN	0.06880365623423176
поисково-спасательный_ADJ	пастельный_ADJ	0.019528035373778306
коксующийся_VERB	угольный_ADJ	0.5801750715447592
эластокинематический_ADJ	кинематический_ADJ	0.2908223032950977
восемьсотпятидесятилетие_NOUN	возмездие_NOUN	-0.009359319344098173
неопознанный_ADJ	неизвестный_ADJ	0.31220628944734385
горюче-смазочный_ADJ	топливный_ADJ	0.2843373495933887
попустительствовать_VERB	потакать_VERB	0.33040142091721675
спецслужбист_NOUN	коммунист_NOUN	0.3224973259097927
самозатачивающийся_ADJ	твердосплавный_ADJ	0.16181346766754115
биокибернетик_NOUN	ученый_NOUN	0.6439883326519801
невосприимчивый_ADJ	неподверженный_ADJ	0.18292711317580815
ханты-мансийск_NOUN	торонто_NOUN	0.15220990319154806
центрально-черноземный_ADJ	сонный_ADJ	0.1795572591294374
сергиево-посадский_ADJ	московский_ADJ	0.24617606939027714
раннеперестроечный_ADJ	позднесоветский_ADJ	0.10807418262519947
нормальненько_ADV	сухо_ADV	-0.009052678880779675
залогодержатель_NOUN	банк_NOUN	0.25513316815532106
азиатско-тихоокеанский_ADJ	дальневосточный_ADJ	0.5242807975131971
гастроэнтеролог_NOUN	врач_NOUN	0.32152029226013257
конституционно-правовой_ADJ	юридический_ADJ	0.5209904976534665
камнесамоцветный_ADJ	драгоценный_ADJ	0.14364591999907103
горношахтный_ADJ	промышленный_ADJ	0.2072230065482594
нечленораздельный_ADJ	безмерный_ADJ	0.08583610091758608
белогвардеец_NOUN	империя_NOUN	0.11310281619049588
электронно-механический_ADJ	эпический_ADJ	-0.01637930249150322
пуленепробиваемый_ADJ	бронированный_VERB	0.4293068063475665
пенополиуританин_NOUN	кефир_NOUN	0.18192252899382258
бессквозняковый_ADJ	безветреный_ADJ	0.5372948709559862
вестминстерский_ADJ	лондонский_ADJ	0.39228538888006503
сногсшибательный_ADJ	завистливый_ADJ	0.12551582566740038
полиизобутилен_NOUN	поливинилацетат_NOUN	0
грузино-абхазский_ADJ	кавказский_ADJ	0.0597066881771789
детоталитаризация_NOUN	стол_NOUN	0
слабоминерализованный_ADJ	гидрокарбонатный_ADJ	0.18333132343523093
авиационно-космический_ADJ	воздушный_ADJ	0.5284534659927437
сталелитейный_ADJ	заводской_ADJ	0.36816343268901863
спринтерский_ADJ	атлетический_ADJ	0.19256529243179912
звукозаписывающий_ADJ	студийный_ADJ	0.3467843771627414
конкуретноспособность_NOUN	предпринимательство_NOUN	0.2332729841565278
неремонтопригодный_ADJ	былой_ADJ	-0.027121922254965954
уголовно-процессуальный_ADJ	судебный_ADJ	0.5590615849158979
приснопамятный_ADJ	темпераментный_ADJ	0.09136035813121014
чехословацкий_ADJ	чешский_ADJ	0.5555364823783419
полузамерзший_VERB	сиреневый_ADJ	0.017845753589761117
взаимозаменяемый_ADJ	альтернативный_ADJ	0.3657793726263949
неостановимый_ADJ	воображаемый_VERB	0.10791624080496297
налогооблагаемый_ADJ	материальный_ADJ	0.41679637016124704
рационализаторский_ADJ	классный_ADJ	0.008019484944352768
длиннобазный_ADJ	вытянутый_VERB	0.46950812332682185
поскальзываться_VERB	спотыкаться_VERB	0.5924131143136656
легкоусвояемый_ADJ	диетический_ADJ	0.12447027421791931
хлопчатобумажный_ADJ	ткацкий_ADJ	0.5279314434125526
закоренелый_ADJ	усталый_ADJ	3.857232838655976e-05
желудочно-кишечный_ADJ	врачебный_ADJ	0.19479380586843506
квадратно-гнездовой_ADJ	квадратный_ADJ	0.5793373695600154
гражданско-процессуальный_ADJ	общеправовой_ADJ	0.6375317152403845
неосторожный_ADJ	неаккуратный_ADJ	0.2584715275868917
приспосабливаться_VERB	умудряться_VERB	0.1457941782968245
рабоче-крестьянский_ADJ	пролетарский_ADJ	0.6524960277112839
тетраэтилсвинец_NOUN	свинец_NOUN	0.1922064987296014
морально-нравственный_ADJ	этический_ADJ	0.7114845661483319
незатасканный_ADJ	неистрепанный_VERB	0.49000483029815234
неизбирабельный_ADJ	стойкий_ADJ	0
социально-политический_ADJ	экономический_ADJ	0.4132080832485934
двухъярусный_ADJ	плотный_ADJ	0.21351329183135095
беллинсгаузен_NOUN	крузенштерн_NOUN	0.7289378502553014
древесностружечный_ADJ	строительный_ADJ	0.37121529552751803
непропорциональность_NOUN	диспропорциональность_NOUN	0.14575662580331417
горно-обогатительный_ADJ	восхитительный_ADJ	-0.10602458428744979
исправительно-трудовой_ADJ	лагерный_ADJ	0.0925426517629713
сердечно-сосудистый_ADJ	кровеносный_ADJ	0.594564725225116
всепобеждающий_ADJ	кожаный_ADJ	-0.03767943667947018
небезызвестный_ADJ	знаменитый_ADJ	0.5911175994528968
приноравливаться_VERB	приспособляться_VERB	0.5265195891333614
набалдашник_NOUN	чиновник_NOUN	0.07895696554019972
всеохватывающий_ADJ	всеобъемлющий_ADJ	0.4747730531178418
совершеннолетний_ADJ	тетрадный_ADJ	-0.0001927561915462817
претенциозный_ADJ	пафосный_ADJ	0.4948181824823734
